Região,Município,CV_BCG,CV_HEPatite_B,CV_HIB,CV_DPT,CV_Polio,CV_rota,CV_Pneumo,CV_MNCC,CV_SCR1,CV_SCR2,CV_VARICELA,CV_HEPATITE_A
Região Sudeste,355620 Valinhos,39.83,58.19,58.11,58.51,58.35,54.45,55.01,53.58,71.41,65.02,64.62,67.09
Região Sudeste,355630 Valparaíso,62.50,84.38,84.38,84.38,82.99,86.11,87.15,85.07,89.79,77.11,78.17,72.89
Região Sudeste,355635 Vargem,15.60,96.33,96.33,96.33,95.41,93.58,96.33,99.08,98.17,88.07,95.41,99.08
Região Sudeste,355640 Vargem Grande do Sul,61.41,60.00,59.80,60.00,60.00,63.03,62.02,55.76,58.73,59.34,58.52,58.32
Região Sudeste,355645 Vargem Grande Paulista,22.84,105.52,105.52,105.52,105.67,101.49,107.76,105.37,110.64,62.22,129.24,108.85
Região Sudeste,355650 Várzea Paulista,17.61,61.26,61.18,61.51,62.08,68.22,70.93,68.47,59.42,52.64,54.46,57.11
Região Sudeste,355660 Vera Cruz,18.75,79.46,79.46,80.36,78.57,68.75,65.18,80.36,93.64,82.73,95.45,82.73
Região Sudeste,355670 Vinhedo,58.09,59.00,59.00,59.11,59.57,56.26,58.54,57.29,55.03,53.32,58.01,65.79
Região Sudeste,355680 Viradouro,52.36,91.04,91.04,91.04,90.57,90.09,92.45,95.75,91.00,87.68,91.00,84.83
Região Sudeste,355690 Vista Alegre do Alto,76.60,117.02,117.02,117.02,115.96,122.34,124.47,115.96,120.21,96.81,103.19,104.26
Região Sudeste,355695 Vitória Brasil,40.00,60.00,60.00,60.00,60.00,53.33,53.33,73.33,33.33,0.00,66.67,66.67
Região Sudeste,355700 Votorantim,63.68,79.42,79.60,79.79,79.54,81.72,84.02,79.29,88.04,69.23,76.59,78.92
Região Sudeste,355710 Votuporanga,143.68,89.50,89.50,89.68,89.22,95.63,97.40,91.73,87.09,84.28,83.44,86.90
Região Sudeste,355715 Zacarias,14.81,96.30,96.30,96.30,96.30,85.19,85.19,88.89,88.89,100.00,81.48,81.48
Região Sudeste,355720 Chavantes,89.63,97.04,97.04,97.04,96.30,113.33,111.85,107.41,91.04,61.19,82.09,82.84
Região Sudeste,355730 Estiva Gerbi,69.53,114.06,114.06,114.06,109.38,87.50,90.63,102.34,95.24,80.16,27.78,77.78
Região Sul,410010 Abatiá,84.27,91.01,91.01,91.01,88.76,92.13,89.89,86.52,106.74,105.62,107.87,115.73
Região Sul,410020 Adrianópolis,86.25,110.00,110.00,110.00,108.75,110.00,110.00,112.50,78.75,62.50,116.25,80.00
Região Sul,410030 Agudos do Sul,41.04,30.60,30.60,31.34,27.61,24.63,26.12,37.31,72.39,41.04,44.78,39.55
Região Sul,410040 Almirante Tamandaré,93.34,90.26,90.14,90.14,89.51,89.51,92.15,92.02,93.61,78.48,87.15,90.00
Região Sul,410045 Altamira do Paraná,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Região Sul,410050 Altônia,91.11,92.89,92.89,92.89,93.78,92.44,96.00,92.44,87.00,83.41,85.65,84.75
Região Sul,410060 Alto Paraná,53.33,37.78,37.78,37.78,37.78,42.22,44.44,37.78,27.53,66.29,33.71,44.94
Região Sul,410070 Alto Piquiri,85.61,93.94,93.94,93.94,93.18,93.18,96.97,97.73,93.89,87.02,87.02,88.55
Região Sul,410080 Alvorada do Sul,83.33,113.33,113.33,113.33,101.11,108.89,105.56,106.67,101.11,65.56,68.89,78.89
Região Sul,410090 Amaporã,92.19,81.25,81.25,81.25,76.56,79.69,87.50,82.81,90.63,89.06,87.50,90.63
Região Sul,410100 Ampére,94.93,82.97,82.97,83.33,83.33,80.80,81.16,84.42,82.55,70.91,74.55,73.45
Região Sul,410105 Anahy,13.16,71.05,73.68,73.68,73.68,68.42,68.42,68.42,123.68,110.53,157.89,121.05
Região Sul,410110 Andirá,61.50,53.54,53.54,53.54,53.98,52.21,53.54,51.33,62.78,35.43,47.09,43.95
Região Sul,410115 Ângulo,105.41,97.30,97.30,97.30,91.89,116.22,118.92,100.00,108.11,94.59,100.00,100.00
Região Sul,410120 Antonina,92.82,77.99,77.99,77.99,77.51,79.90,84.21,74.16,75.60,55.50,65.07,69.38
Região Sul,410130 Antônio Olinto,97.33,89.33,89.33,89.33,89.33,96.00,97.33,104.00,105.41,114.86,110.81,114.86
Região Sul,410140 Apucarana,89.81,79.75,79.88,80.13,79.06,77.00,79.88,78.63,71.89,67.47,70.56,71.83
Região Sul,410150 Arapongas,86.59,80.92,80.92,80.92,77.92,79.92,81.45,79.65,86.21,78.75,78.01,84.06
Região Sul,410160 Arapoti,87.57,93.09,93.09,93.09,93.65,96.96,98.62,96.41,103.65,101.40,100.84,103.93
Região Sul,410165 Arapuã,100.00,95.35,95.35,95.35,95.35,93.02,93.02,93.02,109.30,51.16,88.37,88.37
Região Sul,410170 Araruna,83.78,83.78,83.78,83.78,83.78,88.65,89.19,85.95,95.68,90.81,90.27,94.05
Região Sul,410180 Araucária,88.21,97.12,97.21,97.21,92.14,92.78,94.65,93.05,93.56,86.66,88.73,92.36
Região Sul,410185 Ariranha do Ivaí,161.11,116.67,116.67,116.67,116.67,133.33,133.33,111.11,83.33,105.56,105.56,105.56
Região Sul,410190 Assaí,85.06,78.57,78.57,78.57,76.62,88.96,90.26,75.32,79.74,62.75,67.32,47.06
Região Sul,410200 Assis Chateaubriand,87.84,85.78,86.01,86.24,85.32,88.76,90.37,86.93,87.99,85.68,78.75,91.45
Região Sul,410210 Astorga,66.57,77.51,77.51,77.81,76.60,74.16,74.77,78.72,81.99,83.54,75.47,85.40
Região Sul,410220 Atalaia,91.89,81.08,81.08,81.08,75.68,86.49,94.59,75.68,91.89,135.14,129.73,129.73
Região Sul,410230 Balsa Nova,118.06,98.71,98.71,98.71,100.65,113.55,113.55,103.23,108.55,62.50,117.11,96.05
Região Sul,410240 Bandeirantes,77.78,91.99,92.76,92.76,91.47,92.25,95.61,92.76,104.16,92.21,98.18,100.52
Região Sul,410250 Barbosa Ferraz,79.20,92.00,92.00,92.00,84.80,91.20,91.20,94.40,86.40,69.60,76.80,76.00
Região Sul,410260 Barracão,93.86,106.14,106.14,106.14,88.60,99.12,100.88,84.21,102.63,106.14,103.51,107.02
Região Sul,410270 Barra do Jacaré,22.58,35.48,35.48,35.48,35.48,45.16,45.16,38.71,35.48,0.00,22.58,22.58
Região Sul,410275 Bela Vista da Caroba,77.50,112.50,112.50,112.50,112.50,105.00,105.00,107.50,94.87,100.00,107.69,102.56
Região Sul,410280 Bela Vista do Paraíso,18.06,76.77,76.77,76.77,76.77,81.94,83.87,81.94,100.00,41.45,96.71,88.16
Região Sul,410290 Bituruna,95.54,100.37,100.37,100.37,99.26,90.33,91.82,102.23,90.57,98.87,95.47,96.23
Região Sul,410300 Boa Esperança,48.08,78.85,78.85,78.85,73.08,80.77,86.54,73.08,65.38,73.08,71.15,73.08
Região Sul,410302 Boa Esperança do Iguaçu,53.33,70.00,70.00,70.00,66.67,30.00,33.33,56.67,70.00,60.00,63.33,53.33
Região Sul,410304 Boa Ventura de São Roque,90.70,87.21,87.21,87.21,84.88,86.05,87.21,86.05,109.52,96.43,105.95,97.62
Região Sul,410305 Boa Vista da Aparecida,5.69,92.68,92.68,92.68,91.87,88.62,91.06,86.18,96.75,86.99,87.80,90.24
Região Sul,410310 Bocaiúva do Sul,42.35,81.63,81.63,82.14,78.57,84.18,83.67,79.59,84.46,67.36,65.28,77.20
Região Sul,410315 Bom Jesus do Sul,63.79,94.83,94.83,94.83,94.83,96.55,93.10,96.55,87.93,81.03,81.03,84.48
Região Sul,410320 Bom Sucesso,126.58,112.66,113.92,113.92,111.39,124.05,125.32,111.39,110.13,110.13,111.39,111.39
Região Sul,410322 Bom Sucesso do Sul,38.24,29.41,29.41,29.41,29.41,44.12,44.12,35.29,44.12,26.47,26.47,41.18
Região Sul,410330 Borrazópolis,77.22,81.01,81.01,81.01,81.01,88.61,88.61,92.41,89.74,82.05,87.18,91.03
Região Sul,410335 Braganey,15.09,92.45,92.45,92.45,90.57,84.91,90.57,92.45,111.32,107.55,115.09,0.00
Região Sul,410337 Brasilândia do Sul,100.00,111.90,111.90,111.90,109.52,128.57,128.57,116.67,100.00,114.63,109.76,114.63
Região Sul,410340 Cafeara,65.63,71.88,71.88,71.88,71.88,65.63,65.63,65.63,103.13,103.13,103.13,93.75
Região Sul,410345 Cafelândia,18.61,99.68,99.68,99.68,96.21,95.27,96.53,97.79,94.30,84.81,82.59,87.03
Região Sul,410347 Cafezal do Sul,106.15,100.00,100.00,100.00,100.00,107.69,109.23,98.46,106.25,98.44,100.00,98.44
Região Sul,410350 Califórnia,76.27,71.19,71.19,71.19,66.10,81.36,84.75,75.42,100.87,69.57,93.04,93.91
Região Sul,410360 Cambará,73.48,97.13,97.13,97.13,95.34,94.27,97.49,94.62,96.01,85.87,85.14,91.67
Região Sul,410370 Cambé,90.56,91.13,91.21,91.21,90.40,95.16,97.58,92.90,111.29,70.84,96.91,97.64
Região Sul,410380 Cambira,96.52,93.91,93.91,93.91,92.17,89.57,89.57,87.83,116.52,94.78,103.48,100.00
Região Sul,410390 Campina da Lagoa,93.37,103.57,103.57,103.57,93.37,102.04,107.14,100.51,83.33,83.33,85.94,89.06
Região Sul,410395 Campina do Simão,98.04,107.84,107.84,107.84,107.84,107.84,109.80,121.57,113.73,37.25,100.00,74.51
Região Sul,410400 Campina Grande do Sul,0.00,54.69,54.69,54.99,54.40,51.76,52.93,50.88,45.56,48.52,48.67,50.00
Região Sul,410405 Campo Bonito,29.41,80.39,80.39,80.39,80.39,66.67,66.67,86.27,115.69,127.45,121.57,127.45
Região Sul,410410 Campo do Tenente,50.45,105.41,105.41,105.41,108.11,105.41,109.01,110.81,116.51,40.37,67.89,82.57
Região Sul,410420 Campo Largo,78.67,74.32,74.39,75.02,73.13,75.96,76.40,77.34,78.94,70.87,73.54,75.95
Região Sul,410425 Campo Magro,97.88,108.22,108.22,108.49,104.77,101.86,105.57,100.53,83.20,98.67,80.80,98.40
Região Sul,410430 Campo Mourão,80.61,94.97,94.97,94.97,93.70,92.02,95.77,97.53,94.43,82.63,85.38,94.26
Região Sul,410440 Cândido de Abreu,79.79,79.79,79.79,79.79,78.24,83.42,83.94,79.79,84.82,81.15,85.34,87.43
Região Sul,410442 Candói,105.56,97.22,98.15,98.61,93.98,98.61,100.93,91.20,118.69,88.32,102.34,102.34
Região Sul,410445 Cantagalo,108.61,107.95,107.95,107.95,107.95,111.92,112.58,112.58,97.32,96.64,99.33,99.33
Região Sul,410450 Capanema,94.67,91.80,91.80,91.80,89.34,90.57,91.80,88.93,98.35,85.54,88.02,91.32
Região Sul,410460 Capitão Leônidas Marques,40.10,104.69,104.69,105.21,103.65,103.13,105.73,107.81,111.64,83.60,89.95,95.77
Região Sul,410465 Carambeí,101.16,104.62,104.91,104.91,104.62,105.78,106.94,108.38,103.79,92.71,92.71,93.59
Região Sul,410470 Carlópolis,94.55,98.51,98.51,98.51,99.01,98.02,99.01,93.56,106.50,105.50,97.00,63.50
Região Sul,410480 Cascavel,142.53,91.02,91.06,91.12,86.67,84.54,89.14,87.82,94.53,48.67,83.59,88.12
Região Sul,410490 Castro,92.72,88.19,88.19,88.19,89.61,93.52,94.49,92.18,96.86,86.56,89.61,90.41
Região Sul,410500 Catanduvas,26.36,114.55,114.55,114.55,110.91,114.55,113.64,112.73,112.73,96.36,131.82,103.64
Região Sul,410510 Centenário do Sul,70.00,90.00,90.00,90.00,90.00,83.33,87.50,85.83,97.50,90.83,87.50,95.83
Região Sul,410520 Cerro Azul,49.15,58.97,58.97,58.97,58.12,49.57,50.85,55.13,52.56,60.68,61.54,48.72
Região Sul,410530 Céu Azul,31.19,110.09,110.09,110.09,111.01,113.76,114.68,108.26,100.00,81.48,102.78,98.15
Região Sul,410540 Chopinzinho,109.43,101.89,101.89,101.89,101.89,100.38,101.51,98.49,100.00,100.76,100.00,97.34
Região Sul,410550 Cianorte,94.72,95.01,95.21,95.60,95.21,93.84,97.16,99.02,100.59,89.81,92.68,94.36
Região Sul,410560 Cidade Gaúcha,135.86,96.55,96.55,96.55,96.55,105.52,109.66,100.00,100.00,102.78,102.08,104.86
Região Sul,410570 Clevelândia,36.43,58.91,58.91,58.91,56.59,55.43,56.20,56.98,48.02,38.10,7.54,47.62
Região Sul,410580 Colombo,78.72,81.31,81.31,81.34,82.95,83.98,87.20,83.31,81.55,64.76,64.51,83.82
Região Sul,410590 Colorado,68.75,52.43,52.43,52.78,51.74,60.42,61.46,59.38,77.46,42.25,56.69,60.21
Região Sul,410600 Congonhinhas,86.67,78.10,78.10,78.10,79.05,87.62,89.52,83.81,122.86,41.90,84.76,87.62
Região Sul,410610 Conselheiro Mairinck,159.38,143.75,143.75,143.75,140.63,131.25,128.13,118.75,150.00,112.50,125.00,128.13
Região Sul,410620 Contenda,88.89,89.74,89.74,89.74,85.04,75.21,79.49,78.63,87.45,69.70,70.56,80.52
Região Sul,410630 Corbélia,13.06,110.36,110.36,110.36,109.91,112.16,112.61,108.56,108.18,99.09,102.27,103.18
Região Sul,410640 Cornélio Procópio,94.47,71.24,71.24,71.24,71.02,83.19,84.96,77.65,89.91,46.64,73.54,69.73
Região Sul,410645 Coronel Domingos Soares,150.00,112.20,112.20,112.20,112.20,121.95,120.73,112.20,112.50,110.00,110.00,108.75
Região Sul,410650 Coronel Vivida,101.25,94.06,93.75,94.06,93.75,95.63,96.88,86.25,87.03,82.91,83.86,87.66
Região Sul,410655 Corumbataí do Sul,12.00,24.00,24.00,24.00,20.00,24.00,24.00,12.00,32.00,28.00,24.00,28.00
Região Sul,410657 Cruzeiro do Iguaçu,102.33,116.28,116.28,116.28,116.28,111.63,113.95,104.65,109.52,100.00,100.00,107.14
Região Sul,410660 Cruzeiro do Oeste,89.86,81.12,81.12,81.12,79.72,82.52,85.31,78.67,88.65,69.15,78.37,79.08
Região Sul,410670 Cruzeiro do Sul,54.55,131.82,131.82,131.82,129.55,125.00,129.55,134.09,123.81,23.81,83.33,76.19
Região Sul,410680 Cruz Machado,64.29,104.59,104.59,105.10,105.61,104.08,106.12,109.18,97.38,106.28,90.05,103.66
Região Sul,410685 Cruzmaltina,23.08,46.15,46.15,46.15,46.15,44.23,44.23,42.31,40.38,44.23,44.23,46.15
Região Sul,410690 Curitiba,90.02,88.26,88.49,88.76,88.23,89.27,93.40,92.21,84.56,79.50,81.18,95.62
Região Sul,410700 Curiúva,71.59,61.93,61.93,61.93,60.23,67.61,70.45,65.91,85.06,65.52,71.84,70.11
Região Sul,410710 Diamante do Norte,100.00,89.19,89.19,89.19,89.19,91.89,105.41,100.00,86.49,83.78,86.49,81.08
Região Sul,410712 Diamante do Sul,0.00,123.08,123.08,123.08,125.64,143.59,146.15,133.33,105.41,102.70,89.19,91.89
Região Sul,410715 Diamante D'Oeste,97.96,122.45,122.45,122.45,120.41,130.61,130.61,134.69,114.89,129.79,114.89,123.40
Região Sul,410720 Dois Vizinhos,65.99,73.29,73.76,74.38,73.76,78.73,81.83,77.17,79.10,68.64,70.98,75.66
Região Sul,410725 Douradina,72.22,70.63,70.63,70.63,70.63,76.19,74.60,74.60,88.89,78.57,74.60,81.75
Região Sul,410730 Doutor Camargo,81.67,86.67,86.67,86.67,86.67,90.00,90.00,90.00,70.69,106.90,108.62,0.00
Região Sul,410740 Enéas Marques,146.51,141.86,141.86,141.86,137.21,139.53,139.53,148.84,102.33,127.91,120.93,118.60
Região Sul,410750 Engenheiro Beltrão,63.77,24.64,24.64,24.64,22.46,24.64,26.81,27.54,50.36,37.23,72.26,70.80
Região Sul,410752 Esperança Nova,170.59,135.29,135.29,135.29,135.29,152.94,147.06,135.29,152.94,70.59,105.88,105.88
Região Sul,410753 Entre Rios do Oeste,116.28,116.28,116.28,116.28,116.28,123.26,123.26,111.63,120.93,109.30,109.30,113.95
Região Sul,410754 Espigão Alto do Iguaçu,35.59,94.92,94.92,94.92,94.92,86.44,91.53,91.53,94.92,71.19,86.44,91.53
Região Sul,410755 Farol,100.00,124.00,124.00,124.00,120.00,104.00,120.00,120.00,84.00,88.00,80.00,92.00
Região Sul,410760 Faxinal,60.50,85.50,85.50,85.50,85.00,82.50,84.50,89.00,71.72,69.70,80.30,80.30
Região Sul,410765 Fazenda Rio Grande,53.69,57.31,57.31,57.31,56.52,53.35,55.92,59.69,49.72,45.22,47.72,48.07
Região Sul,410770 Fênix,46.30,87.04,87.04,87.04,87.04,83.33,83.33,90.74,145.28,52.83,105.66,109.43
Região Sul,410773 Fernandes Pinheiro,37.36,37.36,37.36,37.36,36.26,42.86,43.96,40.66,47.25,39.56,43.96,47.25
Região Sul,410775 Figueira,88.17,94.62,94.62,95.70,97.85,97.85,98.92,101.08,93.55,30.11,75.27,82.80
Região Sul,410780 Floraí,53.42,71.23,71.23,71.23,71.23,68.49,67.12,71.23,101.37,46.58,86.30,76.71
Região Sul,410785 Flor da Serra do Sul,88.00,98.67,98.67,98.67,98.67,109.33,112.00,106.67,97.30,60.81,87.84,78.38
Região Sul,410790 Floresta,60.32,78.57,78.57,78.57,78.57,83.33,84.92,88.10,95.24,92.86,96.03,100.79
Região Sul,410800 Florestópolis,44.59,74.32,74.32,74.32,72.97,79.05,79.05,84.46,88.44,62.59,80.27,78.91
Região Sul,410810 Flórida,100.00,111.11,111.11,111.11,107.41,107.41,103.70,100.00,88.89,100.00,96.30,100.00
Região Sul,410820 Formosa do Oeste,84.21,100.00,100.00,100.00,100.00,111.84,109.21,102.63,107.89,115.79,111.84,115.79
Região Sul,410830 Foz do Iguaçu,98.92,89.42,89.42,89.42,85.02,85.77,90.48,88.53,96.65,59.69,73.79,85.95
Região Sul,410832 Francisco Alves,94.87,84.62,84.62,84.62,77.78,94.87,101.71,91.45,83.33,71.05,71.05,71.05
Região Sul,410840 Francisco Beltrão,100.39,100.47,100.47,100.47,98.90,98.98,103.37,100.47,91.14,76.66,79.35,91.22
Região Sul,410845 Foz do Jordão,79.78,94.38,94.38,94.38,94.38,88.76,92.13,87.64,87.64,58.43,75.28,74.16
Região Sul,410850 General Carneiro,86.36,84.34,84.34,84.34,83.84,83.84,87.88,80.81,91.88,88.83,88.83,91.37
Região Sul,410855 Godoy Moreira,54.17,95.83,95.83,95.83,95.83,87.50,87.50,95.83,95.83,100.00,104.17,104.17
Região Sul,410860 Goioerê,89.22,102.40,102.40,102.40,102.10,94.61,97.31,104.49,113.29,100.30,102.11,109.67
Região Sul,410865 Goioxim,86.11,104.63,104.63,104.63,103.70,92.59,94.44,100.93,102.83,109.43,106.60,103.77
Região Sul,410870 Grandes Rios,57.14,85.71,85.71,85.71,76.19,64.29,66.67,69.05,76.83,90.24,97.56,93.90
Região Sul,410880 Guaíra,97.55,101.56,101.56,102.45,97.55,99.78,102.00,102.00,95.53,80.76,80.54,89.04
Região Sul,410890 Guairaçá,111.54,100.00,100.00,100.00,100.00,100.00,97.44,105.13,112.00,116.00,116.00,120.00
Região Sul,410895 Guamiranga,136.62,114.08,115.49,115.49,112.68,123.94,119.72,123.94,123.19,92.75,110.14,115.94
Região Sul,410900 Guapirama,128.00,144.00,144.00,144.00,144.00,146.00,156.00,134.00,130.00,112.00,122.00,130.00
Região Sul,410910 Guaporema,100.00,77.78,77.78,77.78,77.78,83.33,83.33,55.56,129.41,100.00,117.65,117.65
Região Sul,410920 Guaraci,75.93,72.22,72.22,72.22,68.52,72.22,77.78,81.48,83.33,51.85,101.85,103.70
Região Sul,410930 Guaraniaçu,24.61,20.94,20.94,20.94,20.94,25.65,26.70,27.75,25.26,17.89,17.89,19.47
Região Sul,410940 Guarapuava,0.00,72.48,72.58,72.54,71.52,74.49,74.73,72.89,72.55,61.07,64.55,67.83
Região Sul,410950 Guaraqueçaba,37.27,70.91,70.91,70.91,70.00,59.09,63.64,67.27,60.00,51.82,58.18,55.45
Região Sul,410960 Guaratuba,89.01,80.45,80.63,80.63,78.96,77.09,84.17,83.43,90.21,61.58,71.37,76.84
Região Sul,410965 Honório Serpa,75.34,83.56,83.56,83.56,83.56,80.82,80.82,80.82,126.39,65.28,84.72,88.89
Região Sul,410970 Ibaiti,97.22,98.06,98.06,98.06,97.22,100.83,101.39,95.00,141.74,64.43,109.52,108.12
Região Sul,410975 Ibema,33.33,81.72,81.72,82.80,84.95,90.32,93.55,84.95,102.15,38.71,65.59,66.67
Região Sul,410980 Ibiporã,49.84,62.98,62.98,62.98,67.47,60.58,67.47,64.10,84.80,55.88,70.42,73.37
Região Sul,410990 Icaraíma,85.98,106.54,106.54,106.54,98.13,105.61,104.67,102.80,107.69,110.58,104.81,112.50
Região Sul,411000 Iguaraçu,95.31,96.88,96.88,96.88,100.00,93.75,98.44,101.56,121.88,112.50,112.50,112.50
Região Sul,411005 Iguatu,9.52,52.38,52.38,52.38,52.38,14.29,19.05,19.05,90.48,52.38,95.24,76.19
Região Sul,411007 Imbaú,76.69,53.37,53.37,55.21,53.99,57.06,60.12,64.42,58.64,45.68,59.88,44.44
Região Sul,411010 Imbituva,113.09,111.74,111.74,111.74,103.61,99.77,102.03,103.39,100.68,96.36,94.99,101.59
Região Sul,411020 Inácio Martins,94.08,98.82,98.82,98.82,91.72,95.86,94.67,92.31,114.88,73.81,79.17,85.71
Região Sul,411030 Inajá,54.55,69.70,69.70,69.70,66.67,75.76,78.79,72.73,109.09,66.67,121.21,118.18
Região Sul,411040 Indianópolis,84.62,96.15,96.15,96.15,96.15,107.69,109.62,98.08,138.46,92.31,109.62,109.62
Região Sul,411050 Ipiranga,78.95,97.13,97.13,97.13,95.69,89.00,91.87,90.43,95.15,93.69,91.75,99.51
Região Sul,411060 Iporã,24.17,25.59,25.59,25.59,63.98,19.91,51.66,54.03,50.72,63.16,61.24,62.20
Região Sul,411065 Iracema do Oeste,34.38,93.75,93.75,96.88,96.88,96.88,96.88,81.25,106.25,53.13,93.75,90.63
Região Sul,411070 Irati,90.35,97.99,97.99,98.12,97.99,92.09,94.64,96.51,98.25,87.74,93.67,97.04
Região Sul,411080 Iretama,79.07,106.98,106.98,107.75,98.45,106.98,107.75,96.12,111.90,106.35,106.35,100.79
Região Sul,411090 Itaguajé,34.48,50.00,50.00,50.00,50.00,56.90,62.07,36.21,51.72,3.45,34.48,29.31
Região Sul,411095 Itaipulândia,104.35,112.32,112.32,112.32,113.04,125.36,125.36,113.77,116.18,107.35,108.09,113.97
Região Sul,411100 Itambaracá,0.00,120.69,120.69,120.69,110.34,96.55,96.55,96.55,82.76,81.03,89.66,81.03
Região Sul,411110 Itambé,29.58,53.52,53.52,53.52,56.34,52.11,61.97,69.01,98.57,22.86,55.71,55.71
Região Sul,411120 Itapejara d'Oeste,76.73,80.50,80.50,80.50,81.13,85.53,88.68,81.76,85.90,89.74,94.23,92.31
Região Sul,411125 Itaperuçu,90.93,91.30,91.30,91.30,89.79,87.71,92.44,91.12,85.42,17.61,65.34,69.89
Região Sul,411130 Itaúna do Sul,64.44,97.78,100.00,100.00,100.00,82.22,82.22,93.33,118.18,106.82,104.55,104.55
Região Sul,411140 Ivaí,100.51,82.74,82.74,82.74,82.23,82.74,81.73,80.20,95.90,93.33,101.03,99.49
Região Sul,411150 Ivaiporã,89.63,93.95,93.95,93.95,94.52,97.12,101.15,95.68,102.36,94.10,105.01,103.83
Região Sul,411155 Ivaté,25.00,44.32,44.32,44.32,44.32,45.45,47.73,39.77,50.00,24.42,39.53,33.72
Região Sul,411160 Ivatuba,70.59,55.88,55.88,55.88,55.88,61.76,58.82,55.88,66.67,81.82,81.82,81.82
Região Sul,411170 Jaboti,68.49,78.08,78.08,78.08,78.08,52.05,60.27,67.12,84.93,43.84,86.30,63.01
Região Sul,411180 Jacarezinho,45.96,89.47,89.47,89.65,88.07,92.98,92.46,89.12,88.01,86.24,87.13,91.36
Região Sul,411190 Jaguapitã,61.18,47.65,47.65,47.65,48.24,61.18,61.76,54.12,62.50,45.83,47.02,49.40
Região Sul,411200 Jaguariaíva,79.06,96.98,96.98,96.98,96.98,95.47,96.23,88.30,108.52,72.16,87.88,86.74
Região Sul,411210 Jandaia do Sul,82.55,83.40,83.40,83.40,83.40,85.96,85.11,85.11,85.41,87.55,84.98,87.98
Região Sul,411220 Janiópolis,103.57,108.93,108.93,108.93,107.14,112.50,114.29,110.71,89.29,128.57,121.43,123.21
Região Sul,411230 Japira,132.73,94.55,94.55,94.55,94.55,125.45,125.45,101.82,116.98,86.79,111.32,111.32
Região Sul,411240 Japurá,55.43,79.35,79.35,79.35,82.61,78.26,79.35,66.30,112.22,97.78,102.22,111.11
Região Sul,411250 Jardim Alegre,105.19,95.56,95.56,95.56,96.30,96.30,97.78,99.26,102.99,91.79,93.28,93.28
Região Sul,411260 Jardim Olinda,0.00,14.29,14.29,14.29,14.29,7.14,14.29,14.29,14.29,0.00,0.00,7.14
Região Sul,411270 Jataizinho,81.13,92.45,92.45,92.45,92.45,99.37,99.37,95.60,107.05,25.64,85.26,81.41
Região Sul,411275 Jesuítas,72.12,94.23,96.15,95.19,96.15,85.58,86.54,93.27,100.00,95.15,95.15,94.17
Região Sul,411280 Joaquim Távora,90.12,85.47,85.47,85.47,82.56,98.26,97.67,93.02,90.53,81.07,84.02,84.02
Região Sul,411290 Jundiaí do Sul,72.09,83.72,83.72,83.72,90.70,88.37,88.37,76.74,95.24,78.57,83.33,78.57
Região Sul,411295 Juranda,93.94,94.95,94.95,94.95,92.93,105.05,107.07,97.98,104.04,95.96,98.99,97.98
Região Sul,411300 Jussara,100.00,94.20,94.20,94.20,94.20,111.59,111.59,100.00,100.00,104.35,102.90,101.45
Região Sul,411310 Kaloré,58.00,86.00,86.00,86.00,84.00,66.00,68.00,66.00,93.88,97.96,193.88,97.96
Região Sul,411320 Lapa,84.60,78.48,78.48,79.78,78.11,85.53,88.13,80.89,85.88,70.81,70.43,78.91
Região Sul,411325 Laranjal,80.43,93.48,93.48,93.48,91.30,93.48,92.39,84.78,103.30,98.90,112.09,110.99
Região Sul,411330 Laranjeiras do Sul,77.39,77.60,77.60,77.80,75.15,78.00,80.24,80.45,87.84,81.86,87.01,89.07
Região Sul,411340 Leópolis,72.09,81.40,81.40,81.40,81.40,69.77,72.09,81.40,78.05,65.85,68.29,80.49
Região Sul,411342 Lidianópolis,125.00,112.50,112.50,112.50,112.50,118.75,121.88,109.38,184.38,46.88,131.25,121.88
Região Sul,411345 Lindoeste,4.69,120.31,120.31,120.31,117.19,123.44,125.00,121.88,140.32,114.52,120.97,124.19
Região Sul,411350 Loanda,95.36,83.28,83.28,83.28,83.28,87.93,90.09,83.28,128.26,18.63,83.85,81.99
Região Sul,411360 Lobato,106.25,122.92,122.92,122.92,122.92,122.92,120.83,114.58,85.11,80.85,74.47,89.36
Região Sul,411370 Londrina,74.25,76.53,76.56,76.59,76.46,81.70,86.11,83.33,103.15,46.04,79.16,88.49
Região Sul,411373 Luiziana,97.83,116.30,116.30,116.30,106.52,111.96,109.78,113.04,103.26,95.65,95.65,92.39
Região Sul,411375 Lunardelli,59.18,87.76,87.76,87.76,87.76,85.71,83.67,85.71,100.00,24.49,110.20,112.24
Região Sul,411380 Lupionópolis,91.11,100.00,100.00,100.00,104.44,93.33,100.00,102.22,109.30,100.00,95.35,125.58
Região Sul,411390 Mallet,90.37,111.85,111.85,111.85,105.19,97.78,99.26,102.22,122.22,36.30,107.41,108.15
Região Sul,411400 Mamborê,128.48,126.49,126.49,126.49,123.84,126.49,128.48,125.17,90.73,85.43,86.09,89.40
Região Sul,411410 Mandaguaçu,92.43,96.69,96.45,96.45,94.56,95.51,95.98,92.43,89.98,77.33,93.08,88.31
